"Type","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s","Requests Failed/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"GET","/",16,0,6,17,4,61,3079,0.03,0.00,6,15,38,38,52,61,61,61,61,61,61,61
"POST","/",16,0,200,265,190,446,2524,0.03,0.00,200,270,370,370,450,450,450,450,450,450,450,450
"GET","/analysis.html",3,0,20,27,18,42,52059,0.01,0.00,20,20,42,42,42,42,42,42,42,42,42,42
"POST","/analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",2,0,49438,56585,49438,63733,6914762,0.00,0.00,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000
"POST","/analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",1,0,64234,64234,64234,64234,3512018,0.00,0.00,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000
"GET","/compare.html",4,0,28,36,24,61,108023,0.01,0.00,29,29,61,61,61,61,61,61,61,61,61,61
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",2,0,6100,35631,6095,65168,13911284,0.00,0.00,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",2,0,6600,37020,6590,67449,14042800,0.00,0.00,67000,67000,67000,67000,67000,67000,67000,67000,67000,67000,67000,67000
"GET","/measure.html",10,0,40,49,13,122,46273,0.02,0.00,61,64,65,66,120,120,120,120,120,120,120,120
"POST","/measureResults.html",10,0,52000,38291,3128,62412,1446285,0.02,0.00,52000,52000,52000,59000,62000,62000,62000,62000,62000,62000,62000,62000
"GET","/movers.html",6,0,47,53,46,84,3745,0.01,0.00,47,47,48,48,84,84,84,84,84,84,84,84
"POST","/moversResult.html",5,0,87000,58997,14795,89516,16030,0.01,0.00,87000,87000,87000,90000,90000,90000,90000,90000,90000,90000,90000,90000
"GET","/prediction.html",1,0,12,12,12,12,40373,0.00,0.00,12,12,12,12,12,12,12,12,12,12,12,12
"POST","/predictionResult.html",1,0,71242,71242,71242,71242,319199,0.00,0.00,71000,71000,71000,71000,71000,71000,71000,71000,71000,71000,71000,71000
"None","Aggregated",79,0,120,13638,4,89516,1130574,0.13,0.00,120,370,6100,43000,64000,71000,87000,90000,90000,90000,90000,90000
