"Type","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s","Requests Failed/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"GET","/",128,0,3800,4387,1268,14686,3079,0.21,0.00,3900,5100,5600,5900,6800,7600,12000,14000,15000,15000,15000,15000
"POST","/",128,82,19000,17376,3483,32327,104865,0.21,0.14,19000,21000,22000,23000,24000,25000,26000,26000,32000,32000,32000,32000
"GET","/analysis.html",20,0,6900,6047,456,12480,52059,0.03,0.00,7200,7400,7700,8600,11000,12000,12000,12000,12000,12000,12000,12000
"POST","/analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",1,0,5591,5591,5591,5591,53512,0.00,0.00,5600,5600,5600,5600,5600,5600,5600,5600,5600,5600,5600,5600
"POST","/analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",1,0,476565,476565,476565,476565,658134,0.00,0.00,477000,477000,477000,477000,477000,477000,477000,477000,477000,477000,477000,477000
"GET","/compare.html",22,0,7100,7061,2631,11624,108023,0.04,0.00,7300,8200,8500,8600,10000,11000,12000,12000,12000,12000,12000,12000
"GET","/measure.html",43,0,6900,7136,722,17920,46273,0.07,0.00,6900,8800,9600,10000,10000,11000,18000,18000,18000,18000,18000,18000
"POST","/measureResults.html",8,2,357000,319905,7984,588874,129563,0.01,0.00,464000,469000,475000,475000,589000,589000,589000,589000,589000,589000,589000,589000
"GET","/movers.html",26,0,7800,8912,2417,18480,3745,0.04,0.00,8400,10000,12000,12000,13000,14000,18000,18000,18000,18000,18000,18000
"GET","/prediction.html",21,0,8400,7934,1033,14022,40373,0.04,0.00,8400,9100,11000,11000,11000,13000,14000,14000,14000,14000,14000,14000
"POST","/predictionResult.html",3,3,9400,10646,9331,13173,117411,0.01,0.01,9400,9400,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000
"None","Aggregated",401,87,7200,17059,456,588874,55535,0.67,0.15,7200,11000,15000,19000,22000,24000,26000,464000,589000,589000,589000,589000
