"Type","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s","Requests Failed/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"GET","/",128,0,3100,3268,163,9217,3079,0.23,0.00,3200,4000,4800,5300,5900,6200,6500,7500,9200,9200,9200,9200
"POST","/",128,3,5100,5099,685,12175,6238,0.23,0.01,5100,6100,6900,7000,7700,7900,11000,12000,12000,12000,12000,12000
"GET","/analysis.html",12,0,1400,2163,799,5068,52059,0.02,0.00,1400,2100,3600,3600,5000,5100,5100,5100,5100,5100,5100,5100
"POST","/analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",2,0,61033,128242,61033,195451,658134,0.00,0.00,195000,195000,195000,195000,195000,195000,195000,195000,195000,195000,195000,195000
"GET","/compare.html",29,0,1300,1916,403,5986,108023,0.05,0.00,1300,1900,2100,4100,5500,5500,6000,6000,6000,6000,6000,6000
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",1,0,430593,430593,430593,430593,2422313,0.00,0.00,431000,431000,431000,431000,431000,431000,431000,431000,431000,431000,431000,431000
"GET","/measure.html",38,0,1800,2564,211,6514,46273,0.07,0.00,1800,4600,5000,5000,5200,5900,6500,6500,6500,6500,6500,6500
"POST","/measureResults.html",4,0,248000,321104,141401,527989,133331,0.01,0.00,367000,367000,528000,528000,528000,528000,528000,528000,528000,528000,528000,528000
"GET","/movers.html",27,0,1300,1711,222,5283,3745,0.05,0.00,1300,1800,2100,2200,4600,4800,5300,5300,5300,5300,5300,5300
"GET","/prediction.html",24,0,1500,1761,408,5525,40373,0.04,0.00,1500,1700,1900,2000,3700,5500,5500,5500,5500,5500,5500,5500
"None","Aggregated",393,3,3200,8422,163,527989,30662,0.71,0.01,3200,4800,5200,5700,6900,7700,12000,248000,528000,528000,528000,528000
