"Type","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s","Requests Failed/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"GET","/",32,0,120,248,5,989,3079,0.06,0.00,120,170,430,640,720,890,990,990,990,990,990,990
"POST","/",32,0,670,951,194,2860,2524,0.06,0.00,670,960,1700,1800,2100,2200,2900,2900,2900,2900,2900,2900
"GET","/analysis.html",6,0,24,386,11,924,52059,0.01,0.00,500,500,840,840,920,920,920,920,920,920,920,920
"POST","/analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",1,0,149527,149527,149527,149527,6914762,0.00,0.00,150000,150000,150000,150000,150000,150000,150000,150000,150000,150000,150000,150000
"POST","/analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",3,0,79000,57311,5924,86675,3512018,0.01,0.00,79000,79000,87000,87000,87000,87000,87000,87000,87000,87000,87000,87000
"POST","/analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",2,0,109000,108862,108616,109107,658134,0.00,0.00,109000,109000,109000,109000,109000,109000,109000,109000,109000,109000,109000,109000
"GET","/compare.html",8,0,36,107,24,422,108023,0.01,0.00,64,84,170,170,420,420,420,420,420,420,420,420
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",4,0,165000,164344,153202,170532,13911284,0.01,0.00,169000,169000,171000,171000,171000,171000,171000,171000,171000,171000,171000,171000
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",2,0,5921,87159,5921,168397,14042800,0.00,0.00,168000,168000,168000,168000,168000,168000,168000,168000,168000,168000,168000,168000
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",2,0,122000,134040,121934,146146,2422313,0.00,0.00,146000,146000,146000,146000,146000,146000,146000,146000,146000,146000,146000,146000
"GET","/measure.html",15,0,150,252,15,996,46273,0.03,0.00,150,200,300,430,760,1000,1000,1000,1000,1000,1000,1000
"POST","/measureResults.html",15,0,96000,79830,2771,154470,2104578,0.03,0.00,96000,106000,109000,152000,153000,154000,154000,154000,154000,154000,154000,154000
"GET","/movers.html",8,0,71,245,10,588,3745,0.01,0.00,230,440,530,530,590,590,590,590,590,590,590,590
"POST","/moversResult.html",8,0,117000,81884,15904,121396,16041,0.01,0.00,118000,119000,119000,119000,121000,121000,121000,121000,121000,121000,121000,121000
"GET","/prediction.html",8,0,74,86,16,181,40373,0.01,0.00,83,91,160,160,180,180,180,180,180,180,180,180
"POST","/predictionResult.html",8,0,191000,123097,8684,192573,339793,0.01,0.00,191000,191000,192000,192000,193000,193000,193000,193000,193000,193000,193000,193000
"None","Aggregated",154,0,590,29378,5,192573,936108,0.27,0.00,590,1700,8700,79000,122000,168000,191000,192000,193000,193000,193000,193000
