"Type","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s","Requests Failed/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"GET","/",16,0,20,29,5,77,3079,0.03,0.00,22,31,60,60,68,77,77,77,77,77,77,77
"POST","/",16,0,290,334,190,565,2524,0.03,0.00,330,370,430,430,560,570,570,570,570,570,570,570
"GET","/analysis.html",2,0,20,42,20,63,52059,0.00,0.00,63,63,63,63,63,63,63,63,63,63,63,63
"POST","/analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",2,0,3000,3274,3000,3549,3512018,0.00,0.00,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500
"GET","/compare.html",4,0,25,36,21,69,108023,0.01,0.00,31,31,69,69,69,69,69,69,69,69,69,69
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",1,0,5845,5845,5845,5845,13911284,0.00,0.00,5800,5800,5800,5800,5800,5800,5800,5800,5800,5800,5800,5800
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",2,0,6346,30021,6346,53696,14042800,0.00,0.00,54000,54000,54000,54000,54000,54000,54000,54000,54000,54000,54000,54000
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",1,0,54055,54055,54055,54055,2422313,0.00,0.00,54000,54000,54000,54000,54000,54000,54000,54000,54000,54000,54000,54000
"GET","/measure.html",8,0,46,51,16,105,46273,0.01,0.00,53,61,87,87,110,110,110,110,110,110,110,110
"POST","/measureResults.html",8,0,6700,21001,2647,38671,2597961,0.01,0.00,37000,38000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000
"GET","/movers.html",8,0,48,52,7,94,3745,0.01,0.00,49,51,75,75,94,94,94,94,94,94,94,94
"POST","/moversResult.html",7,0,51000,47552,24743,52612,16059,0.01,0.00,51000,52000,52000,52000,53000,53000,53000,53000,53000,53000,53000,53000
"GET","/prediction.html",3,0,52,51,41,60,40373,0.01,0.00,52,52,60,60,60,60,60,60,60,60,60,60
"POST","/predictionResult.html",3,0,71000,71192,69433,72646,316261,0.01,0.00,71000,71000,73000,73000,73000,73000,73000,73000,73000,73000,73000,73000
"None","Aggregated",81,0,110,10468,5,72646,918953,0.14,0.00,110,430,3100,6700,51000,54000,71000,73000,73000,73000,73000,73000
