"Type","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s","Requests Failed/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"GET","/",64,0,280,357,3,1585,3079,0.11,0.00,310,480,510,550,610,1400,1500,1600,1600,1600,1600,1600
"POST","/",64,0,3500,3584,727,7113,2524,0.11,0.00,3500,4100,4800,5200,5600,5900,6600,7100,7100,7100,7100,7100
"GET","/analysis.html",13,0,44,94,19,273,52059,0.02,0.00,44,62,190,200,230,270,270,270,270,270,270,270
"POST","/analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",6,0,348000,348714,346526,351047,6914762,0.01,0.00,349000,349000,350000,350000,351000,351000,351000,351000,351000,351000,351000,351000
"POST","/analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",5,0,311000,205049,3046,354087,3512018,0.01,0.00,311000,353000,353000,354000,354000,354000,354000,354000,354000,354000,354000,354000
"POST","/analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",1,0,193498,193498,193498,193498,658134,0.00,0.00,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000,193000
"GET","/compare.html",14,0,93,185,21,799,108023,0.02,0.00,95,230,230,320,380,800,800,800,800,800,800,800
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",11,0,373000,318605,5730,374511,13911284,0.02,0.00,373000,373000,373000,373000,374000,375000,375000,375000,375000,375000,375000,375000
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",3,0,375000,375537,373598,377559,14042800,0.00,0.00,375000,375000,378000,378000,378000,378000,378000,378000,378000,378000,378000,378000
"GET","/measure.html",24,0,110,115,32,272,46273,0.04,0.00,110,150,170,170,180,260,270,270,270,270,270,270
"POST","/measureResults.html",24,0,218000,228956,2845,354036,1638308,0.04,0.00,219000,332000,351000,352000,353000,354000,354000,354000,354000,354000,354000,354000
"GET","/movers.html",17,0,100,202,43,974,3745,0.03,0.00,100,230,250,260,450,970,970,970,970,970,970,970
"POST","/moversResult.html",17,1,178000,124317,969,185455,21295,0.03,0.00,178000,184000,185000,185000,185000,185000,185000,185000,185000,185000,185000,185000
"GET","/prediction.html",11,0,120,104,8,264,40373,0.02,0.00,120,130,130,130,230,260,260,260,260,260,260,260
"POST","/predictionResult.html",11,0,416000,376173,8518,422370,345476,0.02,0.00,416000,419000,419000,419000,422000,422000,422000,422000,422000,422000,422000,422000
"None","Aggregated",285,1,1200,70007,3,422370,1061428,0.47,0.00,1200,4000,8500,184000,352000,374000,416000,419000,422000,422000,422000,422000
