"Type","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s","Requests Failed/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"GET","/",256,52,2200,2630,0,9933,2453,0.43,0.09,2200,3300,4000,4400,5500,6600,7600,8900,9900,9900,9900,9900
"POST","/",204,3,4100,4587,710,11019,2487,0.34,0.01,4100,5400,6600,6900,7900,8900,10000,10000,11000,11000,11000,11000
"GET","/analysis.html",25,7,1500,1629,2,7376,37482,0.04,0.01,1500,2000,2100,2700,4100,5300,7400,7400,7400,7400,7400,7400
"POST","/analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",12,12,146000,125316,7665,185010,0,0.02,0.02,147000,164000,167000,167000,173000,185000,185000,185000,185000,185000,185000,185000
"POST","/analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",3,3,67000,89833,45520,156718,0,0.01,0.01,67000,67000,157000,157000,157000,157000,157000,157000,157000,157000,157000,157000
"POST","/analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",3,3,107000,89755,41877,120085,0,0.01,0.01,107000,107000,120000,120000,120000,120000,120000,120000,120000,120000,120000,120000
"GET","/compare.html",63,19,1500,1629,1,5514,75444,0.11,0.03,1500,2000,2800,2900,3800,4300,4800,5500,5500,5500,5500,5500
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",18,18,92000,99594,11775,206020,0,0.03,0.03,99000,118000,168000,175000,197000,206000,206000,206000,206000,206000,206000,206000
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",19,19,105000,99672,8094,197324,0,0.03,0.03,105000,130000,140000,152000,190000,197000,197000,197000,197000,197000,197000,197000
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",7,7,128000,118240,21442,180961,0,0.01,0.01,128000,141000,172000,172000,181000,181000,181000,181000,181000,181000,181000,181000
"GET","/measure.html",89,28,890,1478,1,9258,31715,0.15,0.05,890,1700,2300,2700,3700,4800,6000,9300,9300,9300,9300,9300
"POST","/measureResults.html",61,61,99000,103234,11582,208550,0,0.10,0.10,99000,132000,151000,163000,179000,203000,205000,209000,209000,209000,209000,209000
"GET","/movers.html",66,15,1300,1732,1,6468,2893,0.11,0.03,1300,2000,2700,3300,4100,4900,6400,6500,6500,6500,6500,6500
"POST","/moversResult.html",51,51,99000,96931,10860,200581,0,0.09,0.09,99000,116000,145000,158000,179000,193000,193000,201000,201000,201000,201000,201000
"GET","/prediction.html",35,8,1500,1628,2,4255,31144,0.06,0.01,1500,2000,2500,3300,3600,3900,4300,4300,4300,4300,4300,4300
"POST","/predictionResult.html",27,27,81000,93985,11774,195273,0,0.05,0.05,81000,120000,153000,165000,190000,194000,195000,195000,195000,195000,195000,195000
"None","Aggregated",939,333,3300,23845,0,208550,11639,1.58,0.56,3300,5000,7400,14000,105000,158000,183000,194000,209000,209000,209000,209000
