"Type","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s","Requests Failed/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"GET","/",128,0,2000,2450,164,8456,3079,0.22,0.00,2100,2900,3400,3700,4800,5300,7600,8000,8500,8500,8500,8500
"POST","/",128,0,3000,3498,723,8525,2524,0.22,0.00,3000,4200,4800,5200,6200,6800,8100,8500,8500,8500,8500,8500
"GET","/analysis.html",16,0,1200,1410,338,3244,52059,0.03,0.00,1200,1700,2500,2500,3000,3200,3200,3200,3200,3200,3200,3200
"POST","/analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",2,0,84407,135783,84407,187159,658134,0.00,0.00,187000,187000,187000,187000,187000,187000,187000,187000,187000,187000,187000,187000
"GET","/compare.html",23,0,1600,1758,161,3556,108023,0.04,0.00,1600,2200,2900,3000,3200,3300,3600,3600,3600,3600,3600,3600
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",1,0,481165,481165,481165,481165,2422313,0.00,0.00,481000,481000,481000,481000,481000,481000,481000,481000,481000,481000,481000,481000
"GET","/measure.html",44,0,1500,1727,354,5551,46273,0.07,0.00,1500,2000,2200,2800,3400,3600,5600,5600,5600,5600,5600,5600
"POST","/measureResults.html",14,0,295000,340859,59591,544778,133331,0.02,0.00,408000,441000,446000,497000,524000,545000,545000,545000,545000,545000,545000,545000
"GET","/movers.html",31,0,1400,1728,144,4723,3745,0.05,0.00,1400,2100,2400,2800,3200,3200,4700,4700,4700,4700,4700,4700
"POST","/moversResult.html",3,1,538000,363443,5349,546728,45863,0.01,0.00,538000,538000,547000,547000,547000,547000,547000,547000,547000,547000,547000,547000
"GET","/prediction.html",18,0,1200,1310,250,2959,40373,0.03,0.00,1300,1400,2000,2100,2600,3000,3000,3000,3000,3000,3000,3000
"None","Aggregated",408,1,2200,18609,144,546728,31020,0.69,0.00,2200,3000,3700,4300,5700,8500,419000,497000,547000,547000,547000,547000
