"Type","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s","Requests Failed/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"GET","/",64,0,12,18,2,89,3079,0.12,0.00,13,22,27,29,40,50,68,89,89,89,89,89
"POST","/",64,0,500,617,192,2131,2524,0.12,0.00,510,600,710,810,1100,1500,1600,2100,2100,2100,2100,2100
"GET","/analysis.html",15,0,21,35,12,206,52059,0.03,0.00,21,22,30,32,60,210,210,210,210,210,210,210
"POST","/analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",9,0,364000,244905,21,370749,6152400,0.02,0.00,364000,367000,368000,368000,371000,371000,371000,371000,371000,371000,371000,371000
"POST","/analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",5,0,370000,316830,104658,370831,3512018,0.01,0.00,370000,370000,370000,371000,371000,371000,371000,371000,371000,371000,371000,371000
"POST","/analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",1,0,223625,223625,223625,223625,658134,0.00,0.00,224000,224000,224000,224000,224000,224000,224000,224000,224000,224000,224000,224000
"GET","/compare.html",18,0,35,49,23,168,108023,0.03,0.00,40,51,54,64,77,170,170,170,170,170,170,170
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",8,0,389000,341615,5676,390887,13911284,0.01,0.00,390000,391000,391000,391000,391000,391000,391000,391000,391000,391000,391000,391000
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",5,0,392000,318057,23704,393173,14042800,0.01,0.00,392000,393000,393000,393000,393000,393000,393000,393000,393000,393000,393000,393000
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",5,0,248000,179203,7533,303696,2422313,0.01,0.00,248000,278000,278000,304000,304000,304000,304000,304000,304000,304000,304000,304000
"GET","/measure.html",20,0,31,40,13,69,46273,0.04,0.00,45,52,55,55,66,69,69,69,69,69,69,69
"POST","/measureResults.html",20,0,223000,247267,3018,371295,1775566,0.04,0.00,224000,364000,366000,367000,371000,371000,371000,371000,371000,371000,371000,371000
"GET","/movers.html",14,0,47,53,44,88,3745,0.03,0.00,47,51,51,61,67,88,88,88,88,88,88,88
"POST","/moversResult.html",13,0,274000,213587,18147,299012,16034,0.02,0.00,274000,288000,289000,289000,290000,299000,299000,299000,299000,299000,299000,299000
"GET","/prediction.html",11,0,13,99,8,935,40373,0.02,0.00,13,24,24,24,24,940,940,940,940,940,940,940
"POST","/predictionResult.html",11,0,438000,409783,146118,448562,333120,0.02,0.00,438000,442000,442000,442000,445000,449000,449000,449000,449000,449000,449000,449000
"None","Aggregated",283,0,190,75991,2,448562,1099277,0.51,0.00,190,640,18000,222000,369000,391000,438000,442000,449000,449000,449000,449000
