"Type","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s","Requests Failed/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"GET","/",16,0,3,5,2,15,3079,0.03,0.00,3,4,11,11,14,15,15,15,15,15,15,15
"POST","/",16,0,210,230,192,301,2524,0.03,0.00,230,250,270,270,280,300,300,300,300,300,300,300
"GET","/compare.html",3,0,22,24,20,31,108023,0.01,0.00,22,22,31,31,31,31,31,31,31,31,31,31
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",1,0,63062,63062,63062,63062,13911284,0.00,0.00,63000,63000,63000,63000,63000,63000,63000,63000,63000,63000,63000,63000
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",2,0,63000,63672,62707,64637,14042800,0.00,0.00,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
"GET","/measure.html",6,0,13,17,12,24,46273,0.01,0.00,19,19,20,20,24,24,24,24,24,24,24,24
"POST","/measureResults.html",6,0,32000,26505,3477,41079,3419505,0.01,0.00,39000,39000,40000,40000,41000,41000,41000,41000,41000,41000,41000,41000
"GET","/movers.html",9,0,47,33,3,52,3745,0.02,0.00,47,47,47,48,52,52,52,52,52,52,52,52
"POST","/moversResult.html",9,0,55000,49570,15098,56720,16028,0.02,0.00,55000,56000,56000,56000,57000,57000,57000,57000,57000,57000,57000,57000
"GET","/prediction.html",3,0,22,19,8,26,40373,0.01,0.00,22,22,26,26,26,26,26,26,26,26,26,26
"POST","/predictionResult.html",3,0,81000,81036,79772,82826,331216,0.01,0.00,81000,81000,83000,83000,83000,83000,83000,83000,83000,83000,83000,83000
"None","Aggregated",74,0,52,14094,2,82826,871594,0.14,0.00,190,260,15000,41000,56000,65000,81000,83000,83000,83000,83000,83000
