"Type","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s","Requests Failed/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"GET","/",32,0,3,10,2,70,3079,0.05,0.00,3,8,12,12,30,41,70,70,70,70,70,70
"POST","/",32,0,230,246,190,437,2524,0.05,0.00,230,250,270,280,330,410,440,440,440,440,440,440
"GET","/analysis.html",10,0,22,38,11,76,52059,0.02,0.00,27,62,64,68,76,76,76,76,76,76,76,76
"POST","/analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",4,0,144000,109657,3380,146236,6914762,0.01,0.00,145000,145000,146000,146000,146000,146000,146000,146000,146000,146000,146000,146000
"POST","/analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",4,0,146000,110679,3030,147781,3512018,0.01,0.00,146000,146000,148000,148000,148000,148000,148000,148000,148000,148000,148000,148000
"POST","/analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",2,0,2500,2920,2480,3359,658134,0.00,0.00,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400,3400
"GET","/compare.html",10,0,20,27,19,61,108023,0.02,0.00,21,25,28,36,61,61,61,61,61,61,61,61
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",6,0,153000,105517,10205,153384,13911284,0.01,0.00,153000,153000,153000,153000,153000,153000,153000,153000,153000,153000,153000,153000
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",3,0,151000,103443,6093,153671,14042800,0.01,0.00,151000,151000,154000,154000,154000,154000,154000,154000,154000,154000,154000,154000
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",1,0,127465,127465,127465,127465,2422313,0.00,0.00,127000,127000,127000,127000,127000,127000,127000,127000,127000,127000,127000,127000
"GET","/measure.html",17,0,29,93,12,1001,46273,0.03,0.00,29,60,60,65,66,1000,1000,1000,1000,1000,1000,1000
"POST","/measureResults.html",17,0,67000,67753,2783,146937,2064786,0.03,0.00,67000,138000,144000,144000,145000,147000,147000,147000,147000,147000,147000,147000
"GET","/movers.html",10,0,47,49,43,67,3745,0.02,0.00,47,47,50,51,67,67,67,67,67,67,67,67
"POST","/moversResult.html",10,0,134000,110497,14875,135588,16040,0.02,0.00,135000,135000,135000,135000,136000,136000,136000,136000,136000,136000,136000,136000
"GET","/prediction.html",5,0,52,38,8,62,40373,0.01,0.00,52,59,59,62,62,62,62,62,62,62,62,62
"POST","/predictionResult.html",5,0,12000,69542,8713,159007,317431,0.01,0.00,12000,158000,158000,159000,159000,159000,159000,159000,159000,159000,159000,159000
"None","Aggregated",168,0,190,27224,2,159007,1254147,0.28,0.00,190,310,4100,15000,144000,148000,153000,158000,159000,159000,159000,159000
