"Type","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s","Requests Failed/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"GET","/",8,0,6,9,4,17,3079,0.01,0.00,7,12,15,15,17,17,17,17,17,17,17,17
"POST","/",8,0,200,219,194,317,2524,0.01,0.00,200,200,250,250,320,320,320,320,320,320,320,320
"GET","/analysis.html",1,0,24,24,24,24,52059,0.00,0.00,24,24,24,24,24,24,24,24,24,24,24,24
"POST","/analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",1,0,3508,3508,3508,3508,6914762,0.00,0.00,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500
"GET","/compare.html",4,0,27,35,25,62,108023,0.01,0.00,27,27,62,62,62,62,62,62,62,62,62,62
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",3,0,31000,23419,5311,33838,13911284,0.01,0.00,31000,31000,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",1,0,33769,33769,33769,33769,14042800,0.00,0.00,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000
"GET","/measure.html",2,0,17,42,17,67,46273,0.00,0.00,67,67,67,67,67,67,67,67,67,67,67,67
"POST","/measureResults.html",2,0,3023,11247,3023,19472,3418363,0.00,0.00,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000
"GET","/movers.html",3,0,47,46,43,48,3745,0.01,0.00,47,47,48,48,48,48,48,48,48,48,48,48
"POST","/moversResult.html",3,0,18000,17952,17196,18363,16026,0.01,0.00,18000,18000,18000,18000,18000,18000,18000,18000,18000,18000,18000,18000
"GET","/prediction.html",2,0,13,17,13,21,40373,0.00,0.00,21,21,21,21,21,21,21,21,21,21,21,21
"POST","/predictionResult.html",2,0,9406,24255,9406,39105,361876,0.00,0.00,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000
"None","Aggregated",40,0,67,5866,4,39105,1775336,0.07,0.00,190,250,5300,17000,31000,34000,39000,39000,39000,39000,39000,39000
